,age,class_of_worker,detailed_industry_recode,detailed_occupation_recode,education,wage_per_hour,enroll_in_edu_inst_last_wk,marital_stat,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_stat,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code_change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veteran's_admin,veterans_benefits,weeks_worked_in_year,year,income_gt_50k,dataset_partition
1153,65,private,23,41,5,0,not_in_universe,married-civilian_spouse_present,manufacturing-nondurable_goods,handlers_equip_cleaners_etc,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_one_under_65_&_one_65+,not_in_universe,not_in_universe,householder,householder,1213.05,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,canada,canada,canada,foreign_born-_u_s_citizen_by_naturalization,no,not_in_universe,no,26,2,0,training_set
1154,39,self-employed-incorporated,4,34,11,0,not_in_universe,married-civilian_spouse_present,construction,precision_production_craft_&_repair,white,other_spanish,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,837.99,nonmover,nonmover,nonmover,yes,not_in_universe,2,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1155,53,private,39,4,10,0,not_in_universe,married-civilian_spouse_present,personal_services_except_private_hh,professional_specialty,white,all_other,male,not_in_universe,not_in_universe,pt_for_non-econ_reasons_usually_ft,0,0,410,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1078.72,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,1,training_set
1156,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,mexican_(mexicano),female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1486.66,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,mexico,mexico,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1157,15,not_in_universe,0,0,5,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,780.26,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,cuba,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1158,52,state_government,47,11,15,0,not_in_universe,married-civilian_spouse_present,public_administration,professional_specialty,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,3750,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1044.01,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,1,training_set
1159,74,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,householder,householder,1652.11,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1160,17,private,45,14,6,525,high_school,never_married,other_professional_services,technicians_and_related_support,white,all_other,male,no,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2293.43,?,?,?,not_in_universe_under_1_year_old,?,1,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
1161,34,private,4,34,9,0,not_in_universe,married-civilian_spouse_present,construction,precision_production_craft_&_repair,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1071.59,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,50,1,0,training_set
1162,19,not_in_universe,0,0,7,0,high_school,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,northeast,north_carolina,grandchild_18+_never_marr_not_in_subfamily,other_relative_of_householder,1984.57,nonmsa_to_nonmsa,same_county,same_county,no,no,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1163,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1620.51,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1164,31,private,31,26,9,0,not_in_universe,married-civilian_spouse_present,utilities_and_sanitary_services,adm_support_including_clerical,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1411.47,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1165,4,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,black,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,grandchild_<18_never_marr_child_of_subfamily_rp,other_relative_of_householder,838.1,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1166,26,private,42,13,10,0,not_in_universe,married-civilian_spouse_present,medical_except_hospital,technicians_and_related_support,asian_or_pacific_islander,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2133.29,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,philippines,philippines,philippines,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,52,2,0,training_set
1167,25,local_government,40,2,9,0,not_in_universe,separated,entertainment,executive_admin_and_managerial,black,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,other_rel_18+_ever_marr_not_in_subfamily,other_relative_of_householder,1893.15,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
1168,24,private,33,29,9,0,college_or_university,never_married,retail_trade,other_service,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,737.84,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,portugal,portugal,portugal,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,0,1,0,training_set
1169,12,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1214.64,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1170,73,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,2242.36,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1171,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,675.52,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1172,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_under_18_of_rp_of_unrel_subfamily,nonrelative_of_householder,2598.07,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1173,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,252.58,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1174,31,private,39,31,10,0,not_in_universe,married-civilian_spouse_present,personal_services_except_private_hh,other_service,white,mexican-american,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1468.97,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,mexico,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
1175,13,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,asian_or_pacific_islander,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1226.93,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,vietnam,vietnam,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1176,55,private,7,37,9,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,machine_operators_assmblrs_&_inspctrs,white,all_other,female,not_in_universe,not_in_universe,pt_for_econ_reasons_usually_pt,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1442.02,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,39,2,0,training_set
1177,4,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2034.75,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1178,71,self-employed-not_incorporated,39,3,9,0,not_in_universe,married-civilian_spouse_present,personal_services_except_private_hh,executive_admin_and_managerial,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,nonfiler,not_in_universe,not_in_universe,householder,householder,3597.26,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,poland,poland,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,26,2,0,training_set
1179,15,not_in_universe,0,0,4,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,asian_or_pacific_islander,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1197.38,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,south_korea,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1180,3,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,central_or_south_american,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1038.03,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,honduras,honduras,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1181,12,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,other,mexican_(mexicano),male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,709.54,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1182,90,not_in_universe,0,0,13,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,nonfamily_householder,householder,1875.27,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,france,france,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1183,39,private,34,17,13,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,sales,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,3000,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2048.04,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1184,18,private,33,29,10,0,not_in_universe,never_married,retail_trade,other_service,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,nonfiler,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,2492.2,?,?,?,not_in_universe_under_1_year_old,?,2,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,6,2,0,training_set
1185,38,local_government,43,10,14,0,not_in_universe,married-civilian_spouse_present,education,professional_specialty,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,50,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2819.48,?,?,?,not_in_universe_under_1_year_old,?,5,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,44,2,0,training_set
1186,39,not_in_universe,0,0,13,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1850.54,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1187,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,412.65,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1188,32,private,39,2,10,0,not_in_universe,divorced,personal_services_except_private_hh,executive_admin_and_managerial,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,west,california,grandchild_18+_ever_marr_not_in_subfamily,other_relative_of_householder,2186.94,msa_to_msa,different_county_same_state,different_county_same_state,no,yes,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1189,22,not_in_universe,0,0,9,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_18+_never_marr_rp_of_subfamily,child_18_or_older,1238.24,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,13,2,0,training_set
1190,29,federal_government,49,26,10,0,not_in_universe,never_married,public_administration,adm_support_including_clerical,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,2153.52,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,40,2,0,training_set
1191,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1615.21,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1192,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_under_18_of_rp_of_unrel_subfamily,nonrelative_of_householder,990.36,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1193,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,black,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1905.46,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1194,41,local_government,4,34,13,850,not_in_universe,married-civilian_spouse_present,construction,precision_production_craft_&_repair,black,all_other,male,yes,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2882.42,nonmover,nonmover,nonmover,yes,not_in_universe,5,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,51,1,0,training_set
1195,82,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,single,not_in_universe,not_in_universe,other_rel_18+_ever_marr_not_in_subfamily,other_relative_of_householder,2010.31,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1196,57,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1431.45,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1197,71,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,joint_both_65+,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1042.36,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,germany,germany,united-states,native-_born_in_the_united_states,not_in_universe,no,yes,0,2,0,training_set
1198,0,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1955.1,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1199,20,private,33,29,10,0,college_or_university,divorced,retail_trade,other_service,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,west,california,householder,householder,3946.84,nonmsa_to_nonmsa,same_county,same_county,no,no,2,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,32,1,0,training_set
1200,70,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_one_under_65_&_one_65+,midwest,wyoming,spouse_of_householder,spouse_of_householder,2901.09,msa_to_msa,different_division_same_region,different_state_in_midwest,no,no,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1201,30,private,34,3,14,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,executive_admin_and_managerial,asian_or_pacific_islander,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,500,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1295.09,nonmover,nonmover,nonmover,yes,not_in_universe,4,not_in_universe,united-states,hong_kong,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,1,training_set
1202,58,state_government,43,9,16,0,not_in_universe,married-civilian_spouse_present,education,professional_specialty,asian_or_pacific_islander,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,4064,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,996.21,nonmover,nonmover,nonmover,yes,not_in_universe,5,not_in_universe,india,india,india,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,52,1,0,training_set
1203,56,private,33,26,10,0,not_in_universe,married-civilian_spouse_present,retail_trade,adm_support_including_clerical,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,218,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2065.18,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,23,2,0,training_set
1204,56,self-employed-incorporated,42,7,15,0,not_in_universe,married-civilian_spouse_present,medical_except_hospital,professional_specialty,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,99999,0,300,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1008.25,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,1,training_set
1205,50,local_government,47,28,13,0,not_in_universe,divorced,public_administration,protective_services,white,all_other,male,yes,not_in_universe,full-time_schedules,0,0,50,single,not_in_universe,not_in_universe,householder,householder,2148.34,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,italy,italy,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
1206,32,private,30,12,9,0,not_in_universe,married-civilian_spouse_present,communications,professional_specialty,white,all_other,female,no,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1814.0,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
1207,13,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,3504.81,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1208,16,self-employed-not_incorporated,3,25,5,0,high_school,never_married,mining,adm_support_including_clerical,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2770.28,?,?,?,not_in_universe_under_1_year_old,?,1,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
1209,32,private,23,42,9,0,not_in_universe,married-civilian_spouse_present,manufacturing-nondurable_goods,handlers_equip_cleaners_etc,white,all_other,female,not_in_universe,other_job_loser,unemployed_full-time,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1184.87,?,?,?,not_in_universe_under_1_year_old,?,5,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,41,2,0,training_set
1210,70,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1036.93,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1211,40,private,12,14,11,0,not_in_universe,divorced,manufacturing-durable_goods,technicians_and_related_support,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,3325,0,0,single,midwest,oklahoma,nonfamily_householder,householder,1641.13,msa_to_msa,different_county_same_state,different_county_same_state,no,no,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1212,1,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,black,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,south,utah,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2804.54,msa_to_msa,same_county,same_county,no,yes,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1213,10,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2851.18,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1214,50,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1652.86,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,45,2,0,training_set
